bucket,key,size_bytes,created,owner,policy_id
finance-bucket,support-bucket/tickets/case_1971.json,17366561842,2021-05-30T00:52:53Z,Finance,POL-SAL-2Y
data-lake-bucket,support-bucket/tickets/case_1972.json,16339212473,2025-02-19T03:32:31Z,Sales,POL-FIN-7Y
marketing-bucket,hr-bucket/files/employee_1973.docx,7574549857,2021-06-16T19:17:54Z,Finance,POL-OPS-2Y
sales-bucket,finance-bucket/reports/invoice_1974.pdf,16429984365,2021-12-03T11:55:57Z,Support,POL-SUP-1Y
data-lake-bucket,engineering-bucket/builds/artifact_1975.jar,18055006129,2022-01-21T19:03:45Z,Finance,POL-OPS-2Y
engineering-bucket,analytics-bucket/raw/events_1976.parquet,2187897451,2023-11-23T07:29:44Z,HR,POL-SUP-1Y
hr-bucket,engineering-bucket/builds/artifact_1977.jar,9819915056,2020-10-28T09:43:50Z,Analytics,POL-LGL-7Y
marketing-bucket,legal-bucket/contracts/agreement_1978.pdf,9141322675,2024-01-02T11:34:53Z,Engineering,POL-HR-5Y
marketing-bucket,finance-bucket/reports/invoice_1979.pdf,19618592917,2025-08-25T04:17:46Z,IT,POL-IT-5Y
support-bucket,sales-bucket/presentations/deck_1980.pptx,7382588631,2021-07-10T10:11:23Z,Support,POL-ANL-1Y
legal-bucket,sales-bucket/presentations/deck_1981.pptx,15937368307,2022-09-30T22:47:26Z,IT,POL-SAL-2Y
marketing-bucket,engineering-bucket/builds/artifact_1982.jar,11913601040,2022-12-08T16:30:56Z,Support,POL-ENG-3Y
legal-bucket,hr-bucket/files/employee_1983.docx,11144503185,2023-02-12T20:53:21Z,Engineering,POL-ANL-1Y
engineering-bucket,sales-bucket/presentations/deck_1984.pptx,1622085771,2025-02-12T22:38:00Z,Sales,POL-SAL-2Y
devops-bucket,marketing-bucket/assets/2023/brand_logo_1985.png,3538150822,2020-09-03T13:44:09Z,Marketing,POL-IT-5Y
hr-bucket,analytics-bucket/raw/events_1986.parquet,13274942982,2023-05-26T06:54:04Z,Support,POL-SAL-2Y
finance-bucket,marketing-bucket/assets/2023/brand_logo_1987.png,15276714260,2023-01-19T01:50:28Z,HR,POL-IT-5Y
devops-bucket,hr-bucket/files/employee_1988.docx,9880357321,2023-07-15T13:07:51Z,Sales,POL-HR-5Y
engineering-bucket,analytics-bucket/raw/events_1989.parquet,18004358045,2020-01-12T19:15:28Z,HR,POL-ANL-1Y
devops-bucket,analytics-bucket/raw/events_1990.parquet,18048831526,2024-03-01T14:52:49Z,HR,POL-SAL-2Y
legal-bucket,sales-bucket/presentations/deck_1991.pptx,6127224278,2021-04-27T07:59:06Z,Operations,POL-ENG-3Y
legal-bucket,support-bucket/tickets/case_1992.json,8720306826,2023-02-03T05:12:43Z,HR,POL-SUP-1Y
hr-bucket,sales-bucket/presentations/deck_1993.pptx,7248813228,2025-06-26T03:29:40Z,IT,POL-MKT-3Y
hr-bucket,hr-bucket/files/employee_1994.docx,10905931243,2023-07-30T16:24:17Z,Finance,POL-LGL-7Y
finance-bucket,analytics-bucket/raw/events_1995.parquet,11634696286,2023-05-10T06:06:11Z,Sales,POL-LGL-7Y
support-bucket,finance-bucket/reports/invoice_1996.pdf,17266059002,2023-06-12T10:07:59Z,Finance,POL-OPS-2Y
devops-bucket,finance-bucket/reports/invoice_1997.pdf,5841416008,2021-01-04T10:24:52Z,Marketing,POL-FIN-7Y
data-lake-bucket,analytics-bucket/raw/events_1998.parquet,17190532181,2023-09-24T10:50:02Z,Engineering,POL-OPS-2Y
devops-bucket,finance-bucket/reports/invoice_1999.pdf,4514118261,2024-02-14T07:08:55Z,Analytics,POL-ENG-3Y
data-lake-bucket,legal-bucket/contracts/agreement_2000.pdf,7984094420,2024-03-22T02:43:24Z,Engineering,POL-SUP-1Y
hr-bucket,hr-bucket/files/employee_2001.docx,14744248265,2021-04-01T08:19:55Z,Support,POL-ANL-1Y
support-bucket,sales-bucket/presentations/deck_2002.pptx,12233867821,2020-02-27T03:00:48Z,Operations,POL-HR-5Y
marketing-bucket,legal-bucket/contracts/agreement_2003.pdf,9229600052,2023-11-22T22:35:40Z,Analytics,POL-ENG-3Y
devops-bucket,engineering-bucket/builds/artifact_2004.jar,8298243709,2024-09-30T21:37:57Z,Sales,POL-MKT-3Y
devops-bucket,marketing-bucket/assets/2023/brand_logo_2005.png,9216330894,2025-01-10T21:44:24Z,IT,POL-IT-5Y
hr-bucket,finance-bucket/reports/invoice_2006.pdf,517764414,2021-03-10T13:26:22Z,Legal,POL-HR-5Y
analytics-bucket,legal-bucket/contracts/agreement_2007.pdf,7634163762,2022-01-26T04:56:24Z,Marketing,POL-SUP-1Y
legal-bucket,sales-bucket/presentations/deck_2008.pptx,8532620565,2025-05-13T11:35:21Z,Engineering,POL-SAL-2Y
support-bucket,hr-bucket/files/employee_2009.docx,16800085716,2024-01-23T13:48:01Z,IT,POL-LGL-7Y
analytics-bucket,hr-bucket/files/employee_2010.docx,4399254490,2025-12-10T19:10:17Z,IT,POL-HR-5Y
marketing-bucket,analytics-bucket/raw/events_2011.parquet,11888707195,2024-06-06T03:15:29Z,Finance,POL-SUP-1Y
marketing-bucket,finance-bucket/reports/invoice_2012.pdf,15211449358,2023-07-25T03:51:41Z,Engineering,POL-MKT-3Y
analytics-bucket,analytics-bucket/raw/events_2013.parquet,13390250295,2021-02-27T19:12:09Z,Support,POL-LGL-7Y
analytics-bucket,sales-bucket/presentations/deck_2014.pptx,7771438122,2020-05-01T02:59:02Z,Marketing,POL-ENG-3Y
marketing-bucket,analytics-bucket/raw/events_2015.parquet,17968253064,2021-05-10T11:35:48Z,IT,POL-SAL-2Y
data-lake-bucket,legal-bucket/contracts/agreement_2016.pdf,19902777886,2020-11-19T00:24:13Z,Marketing,POL-LGL-7Y
data-lake-bucket,legal-bucket/contracts/agreement_2017.pdf,7642563334,2020-10-01T20:18:22Z,Engineering,POL-HR-5Y
data-lake-bucket,engineering-bucket/builds/artifact_2018.jar,15211118996,2025-03-01T17:26:58Z,HR,POL-HR-5Y
engineering-bucket,legal-bucket/contracts/agreement_2019.pdf,10981894704,2023-12-26T18:54:54Z,IT,POL-ENG-3Y
engineering-bucket,engineering-bucket/builds/artifact_2020.jar,15914824063,2020-05-19T04:12:11Z,Marketing,POL-LGL-7Y
devops-bucket,marketing-bucket/assets/2023/brand_logo_2021.png,17786469783,2021-08-06T09:23:51Z,IT,POL-SAL-2Y
marketing-bucket,analytics-bucket/raw/events_2022.parquet,1407411793,2024-06-18T06:11:41Z,HR,POL-ANL-1Y
sales-bucket,marketing-bucket/assets/2023/brand_logo_2023.png,10195406965,2021-09-09T16:11:35Z,Marketing,POL-SAL-2Y
data-lake-bucket,marketing-bucket/assets/2023/brand_logo_2024.png,11343850831,2021-12-12T00:58:56Z,Operations,POL-LGL-7Y
hr-bucket,finance-bucket/reports/invoice_2025.pdf,12568818347,2023-02-19T13:34:00Z,Support,POL-ENG-3Y
analytics-bucket,analytics-bucket/raw/events_2026.parquet,16526868523,2022-03-14T07:47:12Z,Support,POL-OPS-2Y
analytics-bucket,analytics-bucket/raw/events_2027.parquet,2750827536,2021-08-23T22:49:40Z,Finance,POL-HR-5Y
finance-bucket,finance-bucket/reports/invoice_2028.pdf,19305951428,2021-01-06T06:35:41Z,HR,POL-ENG-3Y
engineering-bucket,marketing-bucket/assets/2023/brand_logo_2029.png,12422046354,2022-02-22T20:43:01Z,Legal,POL-OPS-2Y
data-lake-bucket,finance-bucket/reports/invoice_2030.pdf,15637979580,2020-08-22T21:33:11Z,Sales,POL-ENG-3Y
legal-bucket,finance-bucket/reports/invoice_2031.pdf,4498762744,2020-03-17T23:31:46Z,Engineering,POL-ENG-3Y
support-bucket,finance-bucket/reports/invoice_2032.pdf,15550988812,2023-02-06T23:05:21Z,Legal,POL-IT-5Y
devops-bucket,hr-bucket/files/employee_2033.docx,4882212389,2022-04-25T08:13:30Z,Legal,POL-SAL-2Y
sales-bucket,finance-bucket/reports/invoice_2034.pdf,2892072448,2025-09-23T12:45:38Z,IT,POL-FIN-7Y
support-bucket,legal-bucket/contracts/agreement_2035.pdf,1437734194,2025-08-31T12:28:37Z,Marketing,POL-ANL-1Y
marketing-bucket,analytics-bucket/raw/events_2036.parquet,9777363726,2022-09-22T22:42:27Z,Sales,POL-FIN-7Y
finance-bucket,hr-bucket/files/employee_2037.docx,2574651131,2023-04-22T22:14:06Z,Analytics,POL-ENG-3Y
analytics-bucket,legal-bucket/contracts/agreement_2038.pdf,1106636274,2020-11-19T01:58:28Z,HR,POL-MKT-3Y
analytics-bucket,marketing-bucket/assets/2023/brand_logo_2039.png,18059506432,2020-03-29T19:59:00Z,Legal,POL-OPS-2Y
data-lake-bucket,analytics-bucket/raw/events_2040.parquet,3257027931,2023-11-25T03:34:28Z,Operations,POL-SAL-2Y
sales-bucket,sales-bucket/presentations/deck_2041.pptx,4283463230,2024-01-19T05:39:45Z,IT,POL-SUP-1Y
engineering-bucket,engineering-bucket/builds/artifact_2042.jar,4283470319,2025-09-12T03:24:38Z,Marketing,POL-SUP-1Y
devops-bucket,finance-bucket/reports/invoice_2043.pdf,1521615848,2023-12-04T11:58:07Z,IT,POL-MKT-3Y
devops-bucket,marketing-bucket/assets/2023/brand_logo_2044.png,18148054171,2022-03-19T14:12:05Z,Sales,POL-IT-5Y
finance-bucket,finance-bucket/reports/invoice_2045.pdf,12496276586,2020-03-25T07:43:44Z,Analytics,POL-OPS-2Y
finance-bucket,sales-bucket/presentations/deck_2046.pptx,11262616450,2021-05-04T15:45:22Z,Operations,POL-IT-5Y
legal-bucket,hr-bucket/files/employee_2047.docx,17422054862,2022-03-25T09:47:14Z,Engineering,POL-HR-5Y
data-lake-bucket,hr-bucket/files/employee_2048.docx,16968146637,2025-02-27T08:12:49Z,Operations,POL-IT-5Y
devops-bucket,analytics-bucket/raw/events_2049.parquet,10282675025,2025-04-29T00:13:45Z,Support,POL-ENG-3Y
engineering-bucket,analytics-bucket/raw/events_2050.parquet,5759501524,2021-06-22T22:01:35Z,Engineering,POL-SAL-2Y
finance-bucket,engineering-bucket/builds/artifact_2051.jar,4262971494,2021-01-30T03:18:19Z,Legal,POL-ANL-1Y
marketing-bucket,support-bucket/tickets/case_2052.json,7440396299,2020-02-18T07:41:08Z,Support,POL-IT-5Y
support-bucket,sales-bucket/presentations/deck_2053.pptx,19890725502,2021-07-05T19:34:17Z,Analytics,POL-LGL-7Y
marketing-bucket,finance-bucket/reports/invoice_2054.pdf,9080147441,2021-01-02T20:34:05Z,Operations,POL-SUP-1Y
finance-bucket,hr-bucket/files/employee_2055.docx,3590526236,2024-06-15T23:17:05Z,HR,POL-MKT-3Y
hr-bucket,marketing-bucket/assets/2023/brand_logo_2056.png,10084199560,2024-11-15T05:40:50Z,Legal,POL-IT-5Y
finance-bucket,finance-bucket/reports/invoice_2057.pdf,18033611962,2021-12-16T04:03:49Z,HR,POL-LGL-7Y
engineering-bucket,hr-bucket/files/employee_2058.docx,2256860233,2025-06-12T10:30:38Z,Legal,POL-HR-5Y
analytics-bucket,engineering-bucket/builds/artifact_2059.jar,257874459,2025-08-19T23:16:22Z,Finance,POL-LGL-7Y
sales-bucket,marketing-bucket/assets/2023/brand_logo_2060.png,2536518942,2023-10-02T14:53:30Z,HR,POL-SAL-2Y
hr-bucket,legal-bucket/contracts/agreement_2061.pdf,19731420006,2022-02-08T15:02:50Z,Legal,POL-HR-5Y
sales-bucket,sales-bucket/presentations/deck_2062.pptx,8392309881,2021-07-23T04:20:23Z,HR,POL-OPS-2Y
data-lake-bucket,engineering-bucket/builds/artifact_2063.jar,6768425555,2025-04-16T19:51:09Z,Marketing,POL-OPS-2Y
support-bucket,support-bucket/tickets/case_2064.json,1220874197,2023-08-22T09:44:59Z,Operations,POL-ENG-3Y
legal-bucket,sales-bucket/presentations/deck_2065.pptx,3327294606,2025-08-15T21:25:46Z,Sales,POL-FIN-7Y
support-bucket,hr-bucket/files/employee_2066.docx,15943699713,2025-03-22T01:18:03Z,IT,POL-FIN-7Y
marketing-bucket,legal-bucket/contracts/agreement_2067.pdf,5242787303,2025-07-10T10:12:06Z,Engineering,POL-LGL-7Y
hr-bucket,engineering-bucket/builds/artifact_2068.jar,18722786539,2022-08-02T20:02:21Z,Sales,POL-ENG-3Y
finance-bucket,analytics-bucket/raw/events_2069.parquet,5583610110,2020-05-29T05:25:35Z,Legal,POL-OPS-2Y
support-bucket,finance-bucket/reports/invoice_2070.pdf,24894280,2024-11-10T02:18:18Z,Operations,POL-FIN-7Y
hr-bucket,marketing-bucket/assets/2023/brand_logo_2071.png,16870644012,2020-02-11T05:15:44Z,Marketing,POL-IT-5Y
engineering-bucket,support-bucket/tickets/case_2072.json,16439690601,2023-08-30T07:47:27Z,HR,POL-SUP-1Y
engineering-bucket,engineering-bucket/builds/artifact_2073.jar,5262361550,2025-11-07T05:46:38Z,Support,POL-ANL-1Y
sales-bucket,analytics-bucket/raw/events_2074.parquet,3939806181,2021-10-14T00:01:02Z,Finance,POL-LGL-7Y
analytics-bucket,analytics-bucket/raw/events_2075.parquet,9730813449,2020-12-13T22:42:49Z,IT,POL-HR-5Y
sales-bucket,hr-bucket/files/employee_2076.docx,16975337023,2022-05-20T20:38:57Z,Sales,POL-SAL-2Y
marketing-bucket,legal-bucket/contracts/agreement_2077.pdf,2092097528,2024-10-24T11:46:14Z,Support,POL-SAL-2Y
finance-bucket,sales-bucket/presentations/deck_2078.pptx,18068713650,2022-05-21T04:05:03Z,IT,POL-LGL-7Y
analytics-bucket,sales-bucket/presentations/deck_2079.pptx,10881728510,2025-11-29T18:11:56Z,HR,POL-HR-5Y
hr-bucket,support-bucket/tickets/case_2080.json,11180560217,2023-05-29T07:08:39Z,Engineering,POL-HR-5Y
engineering-bucket,support-bucket/tickets/case_2081.json,146328800,2023-03-08T14:35:53Z,Operations,POL-LGL-7Y
hr-bucket,analytics-bucket/raw/events_2082.parquet,4737324665,2024-09-07T08:24:01Z,IT,POL-FIN-7Y
analytics-bucket,analytics-bucket/raw/events_2083.parquet,6508082030,2024-07-21T23:04:52Z,Finance,POL-OPS-2Y
support-bucket,hr-bucket/files/employee_2084.docx,17492039525,2021-08-28T13:04:00Z,Legal,POL-SAL-2Y
marketing-bucket,engineering-bucket/builds/artifact_2085.jar,18157593328,2021-09-09T05:29:11Z,Engineering,POL-ANL-1Y
devops-bucket,hr-bucket/files/employee_2086.docx,9073438349,2021-05-24T02:43:43Z,HR,POL-ENG-3Y
finance-bucket,engineering-bucket/builds/artifact_2087.jar,9005238057,2024-05-22T20:02:53Z,Finance,POL-SAL-2Y
engineering-bucket,hr-bucket/files/employee_2088.docx,15699012281,2025-10-29T07:12:33Z,Legal,POL-OPS-2Y
hr-bucket,engineering-bucket/builds/artifact_2089.jar,392467599,2022-10-14T01:10:31Z,Marketing,POL-ANL-1Y
finance-bucket,marketing-bucket/assets/2023/brand_logo_2090.png,4231064446,2025-10-14T11:06:59Z,Operations,POL-SAL-2Y
engineering-bucket,analytics-bucket/raw/events_2091.parquet,12117426669,2024-10-26T04:51:31Z,Engineering,POL-HR-5Y
analytics-bucket,finance-bucket/reports/invoice_2092.pdf,3037754379,2020-12-28T20:00:35Z,Analytics,POL-FIN-7Y
sales-bucket,marketing-bucket/assets/2023/brand_logo_2093.png,896916809,2024-05-07T07:21:56Z,IT,POL-ENG-3Y
analytics-bucket,marketing-bucket/assets/2023/brand_logo_2094.png,15909037804,2024-10-16T00:54:08Z,HR,POL-MKT-3Y
devops-bucket,analytics-bucket/raw/events_2095.parquet,3828624856,2025-06-18T15:55:03Z,IT,POL-FIN-7Y
data-lake-bucket,engineering-bucket/builds/artifact_2096.jar,12428800801,2021-12-07T04:04:47Z,Operations,POL-ENG-3Y
legal-bucket,engineering-bucket/builds/artifact_2097.jar,17535557483,2022-01-13T04:48:25Z,Finance,POL-IT-5Y
legal-bucket,support-bucket/tickets/case_2098.json,12260786886,2023-09-14T12:50:57Z,Sales,POL-OPS-2Y
analytics-bucket,engineering-bucket/builds/artifact_2099.jar,11772540002,2025-11-26T12:27:05Z,Marketing,POL-ENG-3Y
data-lake-bucket,finance-bucket/reports/invoice_2100.pdf,9876109578,2025-09-05T03:36:37Z,Legal,POL-FIN-7Y
sales-bucket,analytics-bucket/raw/events_2101.parquet,10641941238,2022-05-26T17:03:54Z,Engineering,POL-SUP-1Y
hr-bucket,legal-bucket/contracts/agreement_2102.pdf,2480964167,2023-01-23T00:48:13Z,HR,POL-OPS-2Y
finance-bucket,legal-bucket/contracts/agreement_2103.pdf,13931666163,2025-12-15T08:47:50Z,IT,POL-ANL-1Y
legal-bucket,engineering-bucket/builds/artifact_2104.jar,697165226,2024-10-05T02:02:04Z,Sales,POL-HR-5Y
data-lake-bucket,finance-bucket/reports/invoice_2105.pdf,6817201502,2025-04-24T18:54:30Z,Analytics,POL-SAL-2Y
marketing-bucket,support-bucket/tickets/case_2106.json,18442184528,2022-09-10T14:52:18Z,Legal,POL-LGL-7Y
sales-bucket,analytics-bucket/raw/events_2107.parquet,13619457810,2020-05-31T10:25:02Z,Legal,POL-IT-5Y
sales-bucket,engineering-bucket/builds/artifact_2108.jar,14152980816,2024-12-12T13:22:16Z,Sales,POL-ENG-3Y
marketing-bucket,hr-bucket/files/employee_2109.docx,10531573069,2022-10-26T13:55:08Z,IT,POL-SAL-2Y
legal-bucket,support-bucket/tickets/case_2110.json,13456383920,2022-01-06T19:33:59Z,Finance,POL-IT-5Y
legal-bucket,engineering-bucket/builds/artifact_2111.jar,4988016129,2025-12-17T00:24:49Z,Finance,POL-SAL-2Y
engineering-bucket,support-bucket/tickets/case_2112.json,10523608434,2022-05-12T11:07:43Z,Analytics,POL-SUP-1Y
hr-bucket,finance-bucket/reports/invoice_2113.pdf,2401991392,2021-06-21T14:31:41Z,Marketing,POL-ENG-3Y
data-lake-bucket,marketing-bucket/assets/2023/brand_logo_2114.png,6483117330,2024-06-16T02:34:44Z,Analytics,POL-SUP-1Y
finance-bucket,marketing-bucket/assets/2023/brand_logo_2115.png,10459056469,2022-10-07T01:45:28Z,HR,POL-SAL-2Y
data-lake-bucket,engineering-bucket/builds/artifact_2116.jar,9759424732,2025-11-14T13:55:39Z,IT,POL-ENG-3Y
data-lake-bucket,finance-bucket/reports/invoice_2117.pdf,14892391446,2022-12-11T02:13:12Z,HR,POL-ENG-3Y
engineering-bucket,analytics-bucket/raw/events_2118.parquet,4255808249,2023-01-06T06:05:50Z,Finance,POL-SUP-1Y
support-bucket,sales-bucket/presentations/deck_2119.pptx,18598750535,2022-08-09T05:10:07Z,Finance,POL-HR-5Y
hr-bucket,hr-bucket/files/employee_2120.docx,7822937726,2025-12-02T11:13:48Z,Analytics,POL-FIN-7Y
devops-bucket,support-bucket/tickets/case_2121.json,18286557790,2025-01-03T07:48:29Z,Legal,POL-ENG-3Y
finance-bucket,finance-bucket/reports/invoice_2122.pdf,11607541669,2021-10-23T00:39:23Z,Engineering,POL-ANL-1Y
sales-bucket,hr-bucket/files/employee_2123.docx,3664021431,2023-09-22T07:18:11Z,Support,POL-LGL-7Y
marketing-bucket,marketing-bucket/assets/2023/brand_logo_2124.png,19099716352,2024-10-13T10:30:25Z,IT,POL-HR-5Y
finance-bucket,engineering-bucket/builds/artifact_2125.jar,19658953036,2024-12-13T04:42:31Z,Finance,POL-ANL-1Y
support-bucket,marketing-bucket/assets/2023/brand_logo_2126.png,18882115942,2022-10-28T05:10:42Z,Marketing,POL-ANL-1Y
marketing-bucket,finance-bucket/reports/invoice_2127.pdf,11348336582,2025-07-18T18:34:26Z,Marketing,POL-IT-5Y
analytics-bucket,analytics-bucket/raw/events_2128.parquet,12603267201,2020-11-01T20:49:54Z,IT,POL-LGL-7Y
devops-bucket,support-bucket/tickets/case_2129.json,5523275895,2022-04-11T11:57:32Z,IT,POL-OPS-2Y
devops-bucket,engineering-bucket/builds/artifact_2130.jar,12904475440,2023-11-04T08:44:16Z,IT,POL-OPS-2Y
sales-bucket,analytics-bucket/raw/events_2131.parquet,17772729112,2024-12-31T06:51:04Z,HR,POL-FIN-7Y
engineering-bucket,legal-bucket/contracts/agreement_2132.pdf,8140028294,2025-10-19T04:52:28Z,Sales,POL-SAL-2Y
engineering-bucket,marketing-bucket/assets/2023/brand_logo_2133.png,2191179691,2022-03-05T13:36:09Z,HR,POL-SAL-2Y
support-bucket,finance-bucket/reports/invoice_2134.pdf,14549337956,2025-03-15T00:23:42Z,Operations,POL-ENG-3Y
hr-bucket,finance-bucket/reports/invoice_2135.pdf,10411295112,2020-04-15T00:55:02Z,Support,POL-MKT-3Y
engineering-bucket,hr-bucket/files/employee_2136.docx,19734174438,2023-06-02T20:26:42Z,HR,POL-ENG-3Y
marketing-bucket,hr-bucket/files/employee_2137.docx,5813860320,2025-02-18T09:22:41Z,Support,POL-HR-5Y
marketing-bucket,hr-bucket/files/employee_2138.docx,9619742569,2024-09-21T21:40:28Z,Sales,POL-OPS-2Y
finance-bucket,hr-bucket/files/employee_2139.docx,8761633113,2023-08-31T07:05:38Z,Marketing,POL-MKT-3Y
marketing-bucket,support-bucket/tickets/case_2140.json,17355007533,2020-09-07T08:36:13Z,Sales,POL-FIN-7Y
marketing-bucket,analytics-bucket/raw/events_2141.parquet,12836149076,2021-09-20T06:52:44Z,Finance,POL-SUP-1Y
sales-bucket,support-bucket/tickets/case_2142.json,2565132672,2022-10-01T22:36:42Z,IT,POL-SAL-2Y
legal-bucket,engineering-bucket/builds/artifact_2143.jar,4616572944,2023-01-27T22:46:27Z,Sales,POL-LGL-7Y
finance-bucket,marketing-bucket/assets/2023/brand_logo_2144.png,15068071499,2025-08-09T17:40:05Z,Finance,POL-ANL-1Y
finance-bucket,analytics-bucket/raw/events_2145.parquet,19068070412,2023-12-21T08:44:13Z,Finance,POL-HR-5Y
finance-bucket,sales-bucket/presentations/deck_2146.pptx,5413017295,2024-01-22T02:41:23Z,Support,POL-IT-5Y
engineering-bucket,legal-bucket/contracts/agreement_2147.pdf,1813907814,2023-07-03T02:01:02Z,Operations,POL-ENG-3Y
marketing-bucket,finance-bucket/reports/invoice_2148.pdf,15297233894,2021-07-01T09:25:21Z,IT,POL-LGL-7Y
support-bucket,finance-bucket/reports/invoice_2149.pdf,2560569102,2021-11-27T14:39:39Z,Legal,POL-OPS-2Y
sales-bucket,sales-bucket/presentations/deck_2150.pptx,13327516138,2024-06-16T12:24:50Z,Analytics,POL-HR-5Y
devops-bucket,marketing-bucket/assets/2023/brand_logo_2151.png,766157296,2025-08-12T07:12:32Z,Legal,POL-IT-5Y
marketing-bucket,support-bucket/tickets/case_2152.json,11430382059,2024-12-02T14:33:15Z,IT,POL-LGL-7Y
devops-bucket,hr-bucket/files/employee_2153.docx,12883896957,2025-08-07T08:53:24Z,Analytics,POL-SUP-1Y
analytics-bucket,hr-bucket/files/employee_2154.docx,15338965023,2024-06-02T18:47:25Z,IT,POL-ANL-1Y
data-lake-bucket,sales-bucket/presentations/deck_2155.pptx,3071937596,2023-07-30T05:06:34Z,Support,POL-SAL-2Y
data-lake-bucket,finance-bucket/reports/invoice_2156.pdf,8747328970,2021-05-15T06:37:21Z,Support,POL-LGL-7Y
legal-bucket,engineering-bucket/builds/artifact_2157.jar,13683502296,2021-09-16T17:12:57Z,Engineering,POL-LGL-7Y
hr-bucket,hr-bucket/files/employee_2158.docx,16712770393,2025-07-07T08:08:15Z,Sales,POL-MKT-3Y
legal-bucket,support-bucket/tickets/case_2159.json,540941466,2022-01-11T09:32:10Z,Support,POL-OPS-2Y
data-lake-bucket,sales-bucket/presentations/deck_2160.pptx,19045145919,2024-05-15T17:06:24Z,Marketing,POL-ENG-3Y
hr-bucket,support-bucket/tickets/case_2161.json,5533220622,2021-12-05T12:41:36Z,Finance,POL-MKT-3Y
marketing-bucket,support-bucket/tickets/case_2162.json,1705754450,2023-05-13T19:46:55Z,Sales,POL-IT-5Y
marketing-bucket,finance-bucket/reports/invoice_2163.pdf,8645389373,2025-06-01T16:46:25Z,Engineering,POL-ANL-1Y
sales-bucket,finance-bucket/reports/invoice_2164.pdf,2244008968,2025-10-04T22:40:08Z,Support,POL-MKT-3Y
sales-bucket,marketing-bucket/assets/2023/brand_logo_2165.png,667507303,2022-10-13T08:48:09Z,Support,POL-HR-5Y
hr-bucket,support-bucket/tickets/case_2166.json,1113071959,2025-12-08T09:26:34Z,Analytics,POL-FIN-7Y
devops-bucket,marketing-bucket/assets/2023/brand_logo_2167.png,2158217354,2023-05-24T13:10:39Z,Finance,POL-SUP-1Y
hr-bucket,marketing-bucket/assets/2023/brand_logo_2168.png,9193017355,2023-08-31T04:43:17Z,Operations,POL-ANL-1Y
data-lake-bucket,marketing-bucket/assets/2023/brand_logo_2169.png,6730660188,2023-05-17T22:07:45Z,Analytics,POL-IT-5Y
legal-bucket,marketing-bucket/assets/2023/brand_logo_2170.png,2699161443,2020-12-25T12:44:53Z,Operations,POL-LGL-7Y
sales-bucket,finance-bucket/reports/invoice_2171.pdf,7691595792,2024-03-12T13:54:03Z,Engineering,POL-OPS-2Y
finance-bucket,hr-bucket/files/employee_2172.docx,17586330983,2025-07-27T08:05:30Z,Operations,POL-FIN-7Y
sales-bucket,analytics-bucket/raw/events_2173.parquet,11261794200,2021-08-05T04:46:59Z,Marketing,POL-OPS-2Y
legal-bucket,finance-bucket/reports/invoice_2174.pdf,10964841844,2021-07-19T21:05:58Z,Marketing,POL-LGL-7Y
hr-bucket,legal-bucket/contracts/agreement_2175.pdf,6307343618,2025-07-28T15:30:20Z,Support,POL-HR-5Y
data-lake-bucket,hr-bucket/files/employee_2176.docx,1301816293,2025-07-03T08:03:53Z,Analytics,POL-LGL-7Y
marketing-bucket,engineering-bucket/builds/artifact_2177.jar,15756310266,2021-06-05T18:01:56Z,Support,POL-LGL-7Y
devops-bucket,hr-bucket/files/employee_2178.docx,16244077173,2025-05-18T05:21:03Z,Engineering,POL-ANL-1Y
marketing-bucket,legal-bucket/contracts/agreement_2179.pdf,426358564,2021-07-07T03:17:06Z,Engineering,POL-OPS-2Y
devops-bucket,marketing-bucket/assets/2023/brand_logo_2180.png,13601362336,2021-05-01T22:00:53Z,HR,POL-MKT-3Y
support-bucket,finance-bucket/reports/invoice_2181.pdf,12604957074,2024-12-27T05:47:28Z,IT,POL-FIN-7Y
finance-bucket,analytics-bucket/raw/events_2182.parquet,18234851967,2020-06-15T15:25:06Z,Engineering,POL-FIN-7Y
devops-bucket,legal-bucket/contracts/agreement_2183.pdf,9581144881,2022-04-11T18:12:31Z,Analytics,POL-OPS-2Y
legal-bucket,finance-bucket/reports/invoice_2184.pdf,6262539635,2024-06-20T14:59:40Z,Analytics,POL-MKT-3Y
data-lake-bucket,marketing-bucket/assets/2023/brand_logo_2185.png,12261295763,2023-04-29T04:51:48Z,Marketing,POL-IT-5Y
data-lake-bucket,analytics-bucket/raw/events_2186.parquet,6701802303,2025-12-17T14:56:19Z,HR,POL-FIN-7Y
marketing-bucket,legal-bucket/contracts/agreement_2187.pdf,364042878,2025-08-30T19:30:02Z,Analytics,POL-HR-5Y
sales-bucket,finance-bucket/reports/invoice_2188.pdf,6718851381,2024-03-12T13:00:49Z,Legal,POL-IT-5Y
devops-bucket,hr-bucket/files/employee_2189.docx,6866668698,2020-03-19T00:37:22Z,IT,POL-FIN-7Y
engineering-bucket,finance-bucket/reports/invoice_2190.pdf,14664378957,2022-07-23T16:38:30Z,Analytics,POL-SAL-2Y
finance-bucket,hr-bucket/files/employee_2191.docx,4635421876,2023-11-13T12:58:15Z,Legal,POL-LGL-7Y
data-lake-bucket,engineering-bucket/builds/artifact_2192.jar,12439958729,2021-09-09T09:21:05Z,Operations,POL-FIN-7Y
