bucket,key,size_bytes,created,owner,policy_id
data-lake-bucket,finance-bucket/reports/invoice_980.pdf,10218718892,2021-06-10T18:06:18Z,Legal,POL-SAL-2Y
hr-bucket,finance-bucket/reports/invoice_981.pdf,5705795119,2022-09-17T21:29:30Z,Finance,POL-ENG-3Y
hr-bucket,finance-bucket/reports/invoice_982.pdf,8746132922,2021-12-12T17:21:21Z,Sales,POL-OPS-2Y
sales-bucket,engineering-bucket/builds/artifact_983.jar,3366120367,2024-02-04T05:42:19Z,Support,POL-MKT-3Y
support-bucket,engineering-bucket/builds/artifact_984.jar,18444427412,2022-07-02T21:52:07Z,IT,POL-ENG-3Y
analytics-bucket,hr-bucket/files/employee_985.docx,8711588343,2020-02-19T08:53:50Z,Engineering,POL-IT-5Y
devops-bucket,engineering-bucket/builds/artifact_986.jar,6542697519,2022-09-19T15:54:39Z,Operations,POL-ENG-3Y
analytics-bucket,hr-bucket/files/employee_987.docx,14021579432,2023-06-06T14:48:13Z,IT,POL-ENG-3Y
legal-bucket,hr-bucket/files/employee_988.docx,13978920650,2020-07-19T10:02:43Z,Legal,POL-FIN-7Y
data-lake-bucket,analytics-bucket/raw/events_989.parquet,29994608,2024-09-18T14:24:48Z,Marketing,POL-SUP-1Y
support-bucket,hr-bucket/files/employee_990.docx,10311218269,2023-04-19T14:45:49Z,IT,POL-HR-5Y
marketing-bucket,marketing-bucket/assets/2023/brand_logo_991.png,17609211459,2021-10-12T09:55:49Z,Sales,POL-LGL-7Y
analytics-bucket,sales-bucket/presentations/deck_992.pptx,17544770485,2020-01-20T17:44:24Z,Operations,POL-HR-5Y
engineering-bucket,sales-bucket/presentations/deck_993.pptx,9974180628,2025-09-05T22:22:28Z,Sales,POL-IT-5Y
analytics-bucket,engineering-bucket/builds/artifact_994.jar,17425264076,2020-07-29T19:01:09Z,Marketing,POL-HR-5Y
hr-bucket,hr-bucket/files/employee_995.docx,581782532,2021-12-06T20:24:42Z,Legal,POL-LGL-7Y
support-bucket,analytics-bucket/raw/events_996.parquet,18041767878,2020-02-03T03:04:45Z,Operations,POL-SUP-1Y
legal-bucket,finance-bucket/reports/invoice_997.pdf,569862395,2025-10-30T06:42:27Z,Legal,POL-HR-5Y
sales-bucket,support-bucket/tickets/case_998.json,6327415095,2025-05-10T22:09:07Z,IT,POL-ENG-3Y
support-bucket,engineering-bucket/builds/artifact_999.jar,1331099234,2020-01-12T18:08:33Z,Finance,POL-IT-5Y
support-bucket,hr-bucket/files/employee_1000.docx,16306651964,2021-12-18T08:36:42Z,HR,POL-OPS-2Y
sales-bucket,engineering-bucket/builds/artifact_1001.jar,6728481680,2020-10-31T22:48:08Z,Support,POL-SAL-2Y
hr-bucket,analytics-bucket/raw/events_1002.parquet,18424797973,2024-12-26T04:40:50Z,HR,POL-IT-5Y
marketing-bucket,finance-bucket/reports/invoice_1003.pdf,429729557,2022-01-02T05:41:40Z,Marketing,POL-OPS-2Y
data-lake-bucket,finance-bucket/reports/invoice_1004.pdf,7739472657,2025-11-04T06:17:32Z,Analytics,POL-SAL-2Y
devops-bucket,analytics-bucket/raw/events_1005.parquet,7458568732,2022-02-22T00:02:59Z,Operations,POL-ANL-1Y
sales-bucket,legal-bucket/contracts/agreement_1006.pdf,19075650335,2023-07-09T02:01:08Z,Support,POL-HR-5Y
marketing-bucket,hr-bucket/files/employee_1007.docx,7637664199,2021-11-29T09:04:14Z,Operations,POL-SAL-2Y
support-bucket,marketing-bucket/assets/2023/brand_logo_1008.png,1674153605,2021-11-27T11:40:36Z,Engineering,POL-SUP-1Y
marketing-bucket,finance-bucket/reports/invoice_1009.pdf,4628166977,2023-10-14T09:56:31Z,Sales,POL-MKT-3Y
marketing-bucket,marketing-bucket/assets/2023/brand_logo_1010.png,7597436850,2020-08-16T04:24:06Z,Operations,POL-ANL-1Y
support-bucket,finance-bucket/reports/invoice_1011.pdf,311526741,2023-08-03T01:11:31Z,Finance,POL-SAL-2Y
finance-bucket,sales-bucket/presentations/deck_1012.pptx,19896429676,2021-12-14T14:52:14Z,IT,POL-HR-5Y
finance-bucket,support-bucket/tickets/case_1013.json,3616030468,2022-05-11T03:35:38Z,Marketing,POL-FIN-7Y
devops-bucket,analytics-bucket/raw/events_1014.parquet,11350387196,2021-10-18T10:20:10Z,IT,POL-SUP-1Y
marketing-bucket,sales-bucket/presentations/deck_1015.pptx,19694508136,2024-03-19T03:55:31Z,Analytics,POL-LGL-7Y
hr-bucket,legal-bucket/contracts/agreement_1016.pdf,15705291486,2020-11-12T20:25:46Z,Operations,POL-IT-5Y
analytics-bucket,finance-bucket/reports/invoice_1017.pdf,337078106,2024-11-03T13:38:25Z,Engineering,POL-MKT-3Y
data-lake-bucket,support-bucket/tickets/case_1018.json,7369183821,2024-02-13T08:09:51Z,IT,POL-ENG-3Y
data-lake-bucket,finance-bucket/reports/invoice_1019.pdf,19210445243,2020-06-26T23:05:45Z,Analytics,POL-ENG-3Y
analytics-bucket,finance-bucket/reports/invoice_1020.pdf,1763695930,2022-03-11T02:27:40Z,Sales,POL-LGL-7Y
marketing-bucket,sales-bucket/presentations/deck_1021.pptx,12732141101,2024-05-09T07:14:43Z,Marketing,POL-HR-5Y
analytics-bucket,hr-bucket/files/employee_1022.docx,10122088436,2023-10-10T20:42:58Z,IT,POL-SAL-2Y
finance-bucket,support-bucket/tickets/case_1023.json,10911180291,2020-10-22T13:41:42Z,Marketing,POL-ANL-1Y
data-lake-bucket,finance-bucket/reports/invoice_1024.pdf,11264996688,2022-07-26T12:17:34Z,HR,POL-LGL-7Y
sales-bucket,support-bucket/tickets/case_1025.json,14152621755,2024-09-09T22:54:18Z,Support,POL-ENG-3Y
marketing-bucket,analytics-bucket/raw/events_1026.parquet,4153278904,2024-07-22T16:21:33Z,Engineering,POL-SAL-2Y
support-bucket,engineering-bucket/builds/artifact_1027.jar,6412035959,2021-01-25T09:42:34Z,Support,POL-MKT-3Y
data-lake-bucket,finance-bucket/reports/invoice_1028.pdf,11984912934,2021-09-15T01:42:57Z,Support,POL-ANL-1Y
data-lake-bucket,sales-bucket/presentations/deck_1029.pptx,8283166885,2022-12-29T09:33:53Z,Sales,POL-OPS-2Y
devops-bucket,hr-bucket/files/employee_1030.docx,12967282563,2024-08-18T09:58:13Z,Marketing,POL-SAL-2Y
finance-bucket,engineering-bucket/builds/artifact_1031.jar,9793386748,2024-10-21T16:02:50Z,Analytics,POL-OPS-2Y
data-lake-bucket,engineering-bucket/builds/artifact_1032.jar,6611061348,2020-01-13T14:21:54Z,Finance,POL-MKT-3Y
legal-bucket,support-bucket/tickets/case_1033.json,7980365817,2024-04-15T03:40:58Z,Operations,POL-ENG-3Y
marketing-bucket,engineering-bucket/builds/artifact_1034.jar,3277089439,2022-05-04T00:05:19Z,IT,POL-ENG-3Y
devops-bucket,sales-bucket/presentations/deck_1035.pptx,19481849220,2025-11-08T00:03:49Z,Analytics,POL-OPS-2Y
hr-bucket,engineering-bucket/builds/artifact_1036.jar,13593608677,2022-08-27T19:13:15Z,Legal,POL-FIN-7Y
sales-bucket,marketing-bucket/assets/2023/brand_logo_1037.png,14841061312,2025-01-18T14:43:52Z,HR,POL-LGL-7Y
support-bucket,marketing-bucket/assets/2023/brand_logo_1038.png,10091765870,2021-07-09T04:43:30Z,Marketing,POL-HR-5Y
analytics-bucket,engineering-bucket/builds/artifact_1039.jar,2706023478,2021-01-13T03:03:58Z,Support,POL-ENG-3Y
devops-bucket,legal-bucket/contracts/agreement_1040.pdf,4142046032,2023-11-23T15:15:18Z,Finance,POL-HR-5Y
support-bucket,marketing-bucket/assets/2023/brand_logo_1041.png,14943471135,2022-04-12T20:56:05Z,Analytics,POL-LGL-7Y
support-bucket,support-bucket/tickets/case_1042.json,7629070526,2021-05-06T16:16:37Z,Legal,POL-IT-5Y
sales-bucket,support-bucket/tickets/case_1043.json,18644265992,2022-08-29T08:31:04Z,Analytics,POL-HR-5Y
support-bucket,finance-bucket/reports/invoice_1044.pdf,3724847605,2021-11-30T15:38:25Z,Analytics,POL-IT-5Y
engineering-bucket,engineering-bucket/builds/artifact_1045.jar,964659541,2023-05-27T03:37:47Z,IT,POL-HR-5Y
hr-bucket,support-bucket/tickets/case_1046.json,12731267795,2021-12-05T13:33:13Z,Support,POL-MKT-3Y
devops-bucket,legal-bucket/contracts/agreement_1047.pdf,3605714643,2024-09-09T04:13:49Z,Finance,POL-OPS-2Y
finance-bucket,finance-bucket/reports/invoice_1048.pdf,2972401460,2022-03-22T21:16:34Z,Analytics,POL-OPS-2Y
hr-bucket,legal-bucket/contracts/agreement_1049.pdf,8024823410,2022-06-20T12:40:32Z,Support,POL-HR-5Y
legal-bucket,analytics-bucket/raw/events_1050.parquet,12334342365,2021-12-10T20:27:02Z,Operations,POL-FIN-7Y
devops-bucket,finance-bucket/reports/invoice_1051.pdf,15206613155,2023-08-20T04:01:25Z,Support,POL-OPS-2Y
legal-bucket,sales-bucket/presentations/deck_1052.pptx,15077029622,2024-01-28T06:20:12Z,Engineering,POL-HR-5Y
analytics-bucket,finance-bucket/reports/invoice_1053.pdf,2301361062,2020-06-12T11:51:48Z,Finance,POL-SUP-1Y
sales-bucket,engineering-bucket/builds/artifact_1054.jar,15876637210,2024-04-15T10:13:06Z,Support,POL-SAL-2Y
devops-bucket,legal-bucket/contracts/agreement_1055.pdf,19816611202,2022-01-14T05:32:31Z,Finance,POL-LGL-7Y
sales-bucket,sales-bucket/presentations/deck_1056.pptx,1881986559,2025-07-27T05:29:33Z,Legal,POL-IT-5Y
support-bucket,support-bucket/tickets/case_1057.json,15419081183,2020-12-10T21:13:57Z,Engineering,POL-OPS-2Y
sales-bucket,marketing-bucket/assets/2023/brand_logo_1058.png,4403461972,2022-05-23T11:41:21Z,Legal,POL-HR-5Y
devops-bucket,analytics-bucket/raw/events_1059.parquet,3072821770,2022-02-12T06:49:00Z,Marketing,POL-OPS-2Y
hr-bucket,hr-bucket/files/employee_1060.docx,6164687458,2020-06-12T23:12:51Z,IT,POL-LGL-7Y
support-bucket,hr-bucket/files/employee_1061.docx,14598776987,2022-04-27T00:52:52Z,Sales,POL-OPS-2Y
marketing-bucket,analytics-bucket/raw/events_1062.parquet,11578883535,2024-09-26T00:46:25Z,Operations,POL-MKT-3Y
marketing-bucket,analytics-bucket/raw/events_1063.parquet,19769931717,2023-03-10T00:21:18Z,Support,POL-OPS-2Y
data-lake-bucket,marketing-bucket/assets/2023/brand_logo_1064.png,111817428,2021-01-20T04:04:33Z,Sales,POL-ENG-3Y
legal-bucket,hr-bucket/files/employee_1065.docx,5187464190,2022-08-24T08:44:53Z,Finance,POL-LGL-7Y
analytics-bucket,engineering-bucket/builds/artifact_1066.jar,9955260823,2022-08-30T13:05:13Z,Operations,POL-FIN-7Y
finance-bucket,sales-bucket/presentations/deck_1067.pptx,5975470361,2020-01-31T03:24:43Z,Legal,POL-SUP-1Y
marketing-bucket,legal-bucket/contracts/agreement_1068.pdf,4258015396,2025-10-24T17:04:01Z,Support,POL-IT-5Y
analytics-bucket,hr-bucket/files/employee_1069.docx,10464996303,2025-07-28T23:10:32Z,Support,POL-ANL-1Y
hr-bucket,analytics-bucket/raw/events_1070.parquet,5406688201,2024-07-23T22:35:05Z,IT,POL-OPS-2Y
legal-bucket,analytics-bucket/raw/events_1071.parquet,4385707533,2024-11-01T12:21:50Z,HR,POL-ANL-1Y
legal-bucket,engineering-bucket/builds/artifact_1072.jar,7335493975,2022-03-13T03:10:55Z,Marketing,POL-MKT-3Y
data-lake-bucket,analytics-bucket/raw/events_1073.parquet,15031745256,2020-05-25T09:38:31Z,Operations,POL-ANL-1Y
analytics-bucket,analytics-bucket/raw/events_1074.parquet,19871506370,2020-01-25T04:13:23Z,Legal,POL-SAL-2Y
devops-bucket,analytics-bucket/raw/events_1075.parquet,17514573437,2022-08-31T01:52:56Z,Legal,POL-IT-5Y
data-lake-bucket,analytics-bucket/raw/events_1076.parquet,10142884920,2025-10-20T04:55:20Z,Support,POL-HR-5Y
legal-bucket,legal-bucket/contracts/agreement_1077.pdf,12463388268,2021-06-12T08:05:49Z,HR,POL-HR-5Y
finance-bucket,legal-bucket/contracts/agreement_1078.pdf,10296378228,2022-09-05T00:39:11Z,Analytics,POL-SUP-1Y
finance-bucket,analytics-bucket/raw/events_1079.parquet,3058838095,2023-12-30T08:00:16Z,Operations,POL-MKT-3Y
devops-bucket,marketing-bucket/assets/2023/brand_logo_1080.png,19566473224,2021-11-20T12:24:40Z,Finance,POL-IT-5Y
support-bucket,legal-bucket/contracts/agreement_1081.pdf,8957089109,2024-07-31T22:02:42Z,IT,POL-IT-5Y
devops-bucket,sales-bucket/presentations/deck_1082.pptx,17129269711,2021-05-25T17:40:19Z,Legal,POL-SUP-1Y
engineering-bucket,legal-bucket/contracts/agreement_1083.pdf,14793005136,2025-08-16T01:44:42Z,Finance,POL-ANL-1Y
sales-bucket,engineering-bucket/builds/artifact_1084.jar,412419977,2022-01-07T04:01:48Z,Engineering,POL-ENG-3Y
finance-bucket,finance-bucket/reports/invoice_1085.pdf,15135246703,2023-01-27T17:00:14Z,HR,POL-ANL-1Y
support-bucket,marketing-bucket/assets/2023/brand_logo_1086.png,5038479219,2020-08-02T01:25:22Z,IT,POL-MKT-3Y
sales-bucket,sales-bucket/presentations/deck_1087.pptx,3347386220,2020-02-09T11:20:54Z,Operations,POL-ENG-3Y
engineering-bucket,hr-bucket/files/employee_1088.docx,3501182422,2022-05-09T01:26:43Z,Sales,POL-IT-5Y
marketing-bucket,legal-bucket/contracts/agreement_1089.pdf,6151690263,2025-07-24T15:51:10Z,Marketing,POL-HR-5Y
analytics-bucket,analytics-bucket/raw/events_1090.parquet,15716833133,2024-10-14T11:37:09Z,Marketing,POL-SUP-1Y
marketing-bucket,marketing-bucket/assets/2023/brand_logo_1091.png,14474832896,2025-10-07T20:49:48Z,Marketing,POL-FIN-7Y
marketing-bucket,finance-bucket/reports/invoice_1092.pdf,7758234138,2020-08-28T05:13:07Z,Analytics,POL-SUP-1Y
data-lake-bucket,legal-bucket/contracts/agreement_1093.pdf,18939371512,2023-04-07T03:42:46Z,Legal,POL-ENG-3Y
legal-bucket,sales-bucket/presentations/deck_1094.pptx,11155358467,2023-02-15T11:51:32Z,IT,POL-HR-5Y
hr-bucket,engineering-bucket/builds/artifact_1095.jar,1200431450,2024-12-26T14:36:03Z,HR,POL-ENG-3Y
hr-bucket,legal-bucket/contracts/agreement_1096.pdf,86738476,2023-05-08T06:30:19Z,Operations,POL-ENG-3Y
devops-bucket,analytics-bucket/raw/events_1097.parquet,3914238497,2021-05-23T07:34:56Z,Analytics,POL-IT-5Y
analytics-bucket,support-bucket/tickets/case_1098.json,1334514904,2025-12-12T13:24:09Z,Legal,POL-ANL-1Y
hr-bucket,marketing-bucket/assets/2023/brand_logo_1099.png,18591041422,2023-03-28T10:22:31Z,IT,POL-FIN-7Y
sales-bucket,hr-bucket/files/employee_1100.docx,9472618129,2025-03-13T02:53:15Z,Legal,POL-FIN-7Y
data-lake-bucket,legal-bucket/contracts/agreement_1101.pdf,3647702200,2022-10-11T15:16:49Z,Sales,POL-LGL-7Y
sales-bucket,analytics-bucket/raw/events_1102.parquet,3761976740,2025-09-30T12:59:51Z,Finance,POL-FIN-7Y
finance-bucket,marketing-bucket/assets/2023/brand_logo_1103.png,7940924841,2024-10-07T01:53:57Z,Operations,POL-SUP-1Y
finance-bucket,engineering-bucket/builds/artifact_1104.jar,13439391151,2024-10-09T13:32:13Z,Support,POL-IT-5Y
hr-bucket,legal-bucket/contracts/agreement_1105.pdf,12406556300,2025-06-08T09:32:59Z,Marketing,POL-SAL-2Y
hr-bucket,analytics-bucket/raw/events_1106.parquet,10156312861,2024-01-23T00:23:50Z,Sales,POL-SAL-2Y
support-bucket,support-bucket/tickets/case_1107.json,1092606490,2021-06-23T03:12:15Z,Analytics,POL-SUP-1Y
engineering-bucket,sales-bucket/presentations/deck_1108.pptx,14318930133,2023-09-19T22:51:54Z,Finance,POL-HR-5Y
marketing-bucket,analytics-bucket/raw/events_1109.parquet,13126506028,2025-09-27T16:18:25Z,Analytics,POL-SAL-2Y
sales-bucket,support-bucket/tickets/case_1110.json,5559467866,2025-10-07T15:28:16Z,Legal,POL-MKT-3Y
hr-bucket,marketing-bucket/assets/2023/brand_logo_1111.png,527680871,2021-11-19T19:16:34Z,Support,POL-ANL-1Y
finance-bucket,finance-bucket/reports/invoice_1112.pdf,2665155850,2021-04-30T21:35:50Z,Sales,POL-HR-5Y
analytics-bucket,sales-bucket/presentations/deck_1113.pptx,5355169867,2021-07-10T10:28:10Z,Engineering,POL-ENG-3Y
analytics-bucket,marketing-bucket/assets/2023/brand_logo_1114.png,17042009715,2024-02-16T11:57:06Z,Finance,POL-FIN-7Y
marketing-bucket,engineering-bucket/builds/artifact_1115.jar,6330886459,2020-08-18T07:21:50Z,Marketing,POL-MKT-3Y
data-lake-bucket,legal-bucket/contracts/agreement_1116.pdf,19406188307,2025-03-01T22:08:06Z,HR,POL-HR-5Y
marketing-bucket,analytics-bucket/raw/events_1117.parquet,10205270987,2023-07-06T06:36:51Z,Engineering,POL-SAL-2Y
devops-bucket,sales-bucket/presentations/deck_1118.pptx,1456043310,2023-03-14T14:54:58Z,HR,POL-HR-5Y
devops-bucket,support-bucket/tickets/case_1119.json,6420163073,2020-11-20T12:54:20Z,Marketing,POL-ENG-3Y
analytics-bucket,engineering-bucket/builds/artifact_1120.jar,13665826420,2022-11-03T16:29:47Z,Marketing,POL-LGL-7Y
analytics-bucket,engineering-bucket/builds/artifact_1121.jar,7111428102,2020-05-09T07:44:37Z,Support,POL-SAL-2Y
legal-bucket,marketing-bucket/assets/2023/brand_logo_1122.png,16418939467,2024-03-02T20:42:12Z,Engineering,POL-ANL-1Y
data-lake-bucket,legal-bucket/contracts/agreement_1123.pdf,16846232845,2023-11-23T11:09:49Z,HR,POL-ANL-1Y
legal-bucket,engineering-bucket/builds/artifact_1124.jar,14541509272,2020-06-15T07:16:22Z,Analytics,POL-SUP-1Y
analytics-bucket,finance-bucket/reports/invoice_1125.pdf,19035583931,2020-04-30T14:53:02Z,Legal,POL-IT-5Y
engineering-bucket,legal-bucket/contracts/agreement_1126.pdf,1983184278,2020-06-12T11:28:02Z,Marketing,POL-HR-5Y
finance-bucket,legal-bucket/contracts/agreement_1127.pdf,4618733634,2021-03-07T21:41:10Z,Sales,POL-LGL-7Y
legal-bucket,sales-bucket/presentations/deck_1128.pptx,13053038712,2025-12-22T15:02:42Z,Finance,POL-SUP-1Y
engineering-bucket,support-bucket/tickets/case_1129.json,5765210477,2020-11-13T10:15:46Z,Engineering,POL-ANL-1Y
finance-bucket,hr-bucket/files/employee_1130.docx,12987844303,2020-06-06T15:20:58Z,Engineering,POL-LGL-7Y
engineering-bucket,marketing-bucket/assets/2023/brand_logo_1131.png,5935561658,2020-05-24T20:52:58Z,Engineering,POL-ANL-1Y
hr-bucket,legal-bucket/contracts/agreement_1132.pdf,7049407321,2020-08-22T10:39:41Z,Operations,POL-LGL-7Y
sales-bucket,analytics-bucket/raw/events_1133.parquet,3523085670,2025-10-16T13:33:33Z,Finance,POL-MKT-3Y
devops-bucket,marketing-bucket/assets/2023/brand_logo_1134.png,12427278292,2021-05-04T08:13:25Z,Engineering,POL-FIN-7Y
data-lake-bucket,sales-bucket/presentations/deck_1135.pptx,8079743693,2023-06-20T19:23:29Z,Engineering,POL-MKT-3Y
analytics-bucket,marketing-bucket/assets/2023/brand_logo_1136.png,2572697021,2023-01-10T11:45:41Z,Finance,POL-ENG-3Y
legal-bucket,support-bucket/tickets/case_1137.json,4750800499,2020-07-29T15:48:12Z,Operations,POL-HR-5Y
analytics-bucket,hr-bucket/files/employee_1138.docx,2328260918,2020-11-06T13:00:14Z,Marketing,POL-HR-5Y
legal-bucket,analytics-bucket/raw/events_1139.parquet,3382628978,2025-08-28T02:32:48Z,HR,POL-LGL-7Y
marketing-bucket,engineering-bucket/builds/artifact_1140.jar,13890475985,2025-10-25T20:09:23Z,Support,POL-SAL-2Y
engineering-bucket,support-bucket/tickets/case_1141.json,7326217330,2021-06-20T20:58:43Z,Sales,POL-OPS-2Y
hr-bucket,engineering-bucket/builds/artifact_1142.jar,2806439441,2023-06-16T14:30:09Z,Engineering,POL-LGL-7Y
legal-bucket,analytics-bucket/raw/events_1143.parquet,13750576461,2020-03-20T02:33:32Z,Engineering,POL-SAL-2Y
finance-bucket,marketing-bucket/assets/2023/brand_logo_1144.png,3867579290,2023-03-01T06:23:59Z,Legal,POL-ENG-3Y
support-bucket,hr-bucket/files/employee_1145.docx,8890527094,2023-11-01T22:13:54Z,HR,POL-SAL-2Y
engineering-bucket,analytics-bucket/raw/events_1146.parquet,7624170940,2024-10-03T23:04:04Z,HR,POL-IT-5Y
hr-bucket,finance-bucket/reports/invoice_1147.pdf,15963488315,2020-10-07T12:14:59Z,Operations,POL-ENG-3Y
analytics-bucket,finance-bucket/reports/invoice_1148.pdf,10435085240,2021-03-19T10:59:11Z,Engineering,POL-LGL-7Y
devops-bucket,engineering-bucket/builds/artifact_1149.jar,18576101995,2023-09-30T05:55:53Z,Support,POL-IT-5Y
analytics-bucket,engineering-bucket/builds/artifact_1150.jar,1695997814,2020-05-24T18:58:31Z,Legal,POL-ENG-3Y
marketing-bucket,engineering-bucket/builds/artifact_1151.jar,12243273816,2022-10-28T08:41:42Z,Legal,POL-MKT-3Y
finance-bucket,engineering-bucket/builds/artifact_1152.jar,9282640090,2024-08-25T12:18:33Z,Finance,POL-SUP-1Y
hr-bucket,hr-bucket/files/employee_1153.docx,11947980812,2024-12-07T11:35:27Z,IT,POL-SAL-2Y
hr-bucket,sales-bucket/presentations/deck_1154.pptx,10861610425,2020-12-13T15:07:27Z,Operations,POL-ENG-3Y
engineering-bucket,engineering-bucket/builds/artifact_1155.jar,10458198063,2021-05-13T08:11:05Z,Sales,POL-ANL-1Y
finance-bucket,marketing-bucket/assets/2023/brand_logo_1156.png,2043446394,2023-12-10T08:15:55Z,Legal,POL-MKT-3Y
finance-bucket,sales-bucket/presentations/deck_1157.pptx,10842924194,2025-03-04T20:11:07Z,Sales,POL-MKT-3Y
finance-bucket,hr-bucket/files/employee_1158.docx,19259290959,2024-08-12T08:13:21Z,IT,POL-OPS-2Y
sales-bucket,legal-bucket/contracts/agreement_1159.pdf,11766900893,2024-01-10T18:58:48Z,Engineering,POL-LGL-7Y
devops-bucket,analytics-bucket/raw/events_1160.parquet,15877779657,2022-05-10T21:54:35Z,IT,POL-LGL-7Y
legal-bucket,engineering-bucket/builds/artifact_1161.jar,13014506226,2023-11-02T15:24:54Z,Support,POL-MKT-3Y
analytics-bucket,legal-bucket/contracts/agreement_1162.pdf,1866112580,2020-10-13T18:10:39Z,HR,POL-SUP-1Y
engineering-bucket,hr-bucket/files/employee_1163.docx,6993050305,2021-11-20T23:23:19Z,Operations,POL-FIN-7Y
engineering-bucket,engineering-bucket/builds/artifact_1164.jar,5136754826,2021-02-15T13:17:12Z,Analytics,POL-HR-5Y
hr-bucket,sales-bucket/presentations/deck_1165.pptx,8884283802,2020-08-02T01:23:12Z,Finance,POL-ENG-3Y
support-bucket,support-bucket/tickets/case_1166.json,8180503982,2020-05-23T07:22:46Z,Support,POL-ANL-1Y
engineering-bucket,engineering-bucket/builds/artifact_1167.jar,1356327285,2024-09-29T18:53:39Z,Engineering,POL-SUP-1Y
devops-bucket,sales-bucket/presentations/deck_1168.pptx,5262381950,2024-09-03T08:28:05Z,Operations,POL-SUP-1Y
engineering-bucket,analytics-bucket/raw/events_1169.parquet,16876958199,2020-04-12T04:25:34Z,Operations,POL-IT-5Y
marketing-bucket,sales-bucket/presentations/deck_1170.pptx,17934493497,2022-01-14T18:51:16Z,Analytics,POL-SAL-2Y
engineering-bucket,support-bucket/tickets/case_1171.json,7615472050,2025-10-11T00:40:26Z,HR,POL-SAL-2Y
devops-bucket,support-bucket/tickets/case_1172.json,9952654231,2022-07-14T01:21:51Z,Legal,POL-ENG-3Y
analytics-bucket,analytics-bucket/raw/events_1173.parquet,19021821990,2023-04-28T20:44:42Z,Sales,POL-ANL-1Y
finance-bucket,engineering-bucket/builds/artifact_1174.jar,6124932044,2021-07-10T23:22:51Z,Sales,POL-FIN-7Y
marketing-bucket,support-bucket/tickets/case_1175.json,6863264575,2024-01-26T04:00:28Z,HR,POL-IT-5Y
analytics-bucket,engineering-bucket/builds/artifact_1176.jar,5450316599,2024-09-01T08:20:29Z,IT,POL-LGL-7Y
engineering-bucket,sales-bucket/presentations/deck_1177.pptx,16952846544,2024-04-10T04:16:59Z,Operations,POL-SAL-2Y
analytics-bucket,engineering-bucket/builds/artifact_1178.jar,16586134085,2023-01-07T08:45:35Z,Engineering,POL-ENG-3Y
hr-bucket,engineering-bucket/builds/artifact_1179.jar,8313788959,2024-08-27T20:56:37Z,Legal,POL-LGL-7Y
finance-bucket,support-bucket/tickets/case_1180.json,15890482572,2021-06-17T15:40:04Z,HR,POL-ENG-3Y
legal-bucket,support-bucket/tickets/case_1181.json,15309199869,2020-07-07T14:11:03Z,Analytics,POL-LGL-7Y
data-lake-bucket,legal-bucket/contracts/agreement_1182.pdf,6993714038,2023-09-09T21:44:52Z,HR,POL-LGL-7Y
support-bucket,hr-bucket/files/employee_1183.docx,10984581605,2024-10-10T08:13:09Z,HR,POL-HR-5Y
engineering-bucket,hr-bucket/files/employee_1184.docx,13403196058,2022-06-17T13:31:39Z,Operations,POL-OPS-2Y
finance-bucket,sales-bucket/presentations/deck_1185.pptx,12504769390,2025-03-01T04:10:29Z,Marketing,POL-MKT-3Y
data-lake-bucket,hr-bucket/files/employee_1186.docx,5734436258,2023-05-08T05:39:31Z,IT,POL-ANL-1Y
hr-bucket,sales-bucket/presentations/deck_1187.pptx,8425991030,2025-01-02T07:41:32Z,Sales,POL-ANL-1Y
hr-bucket,hr-bucket/files/employee_1188.docx,8489030655,2025-04-26T00:10:51Z,Legal,POL-ANL-1Y
hr-bucket,legal-bucket/contracts/agreement_1189.pdf,11822191030,2025-08-05T22:15:21Z,HR,POL-SAL-2Y
legal-bucket,marketing-bucket/assets/2023/brand_logo_1190.png,19185588390,2020-01-19T09:26:01Z,Engineering,POL-ANL-1Y
finance-bucket,legal-bucket/contracts/agreement_1191.pdf,18424206473,2024-03-23T11:23:57Z,Engineering,POL-MKT-3Y
legal-bucket,support-bucket/tickets/case_1192.json,8977399510,2024-05-23T22:54:20Z,Legal,POL-FIN-7Y
support-bucket,hr-bucket/files/employee_1193.docx,12662484713,2020-06-30T22:29:43Z,Engineering,POL-IT-5Y
sales-bucket,hr-bucket/files/employee_1194.docx,10703403835,2023-02-14T22:45:12Z,HR,POL-IT-5Y
legal-bucket,engineering-bucket/builds/artifact_1195.jar,8602481475,2022-10-07T15:47:30Z,Legal,POL-ANL-1Y
devops-bucket,analytics-bucket/raw/events_1196.parquet,18698479491,2023-03-02T08:57:07Z,Engineering,POL-LGL-7Y
marketing-bucket,legal-bucket/contracts/agreement_1197.pdf,5620081268,2024-05-07T17:02:01Z,HR,POL-FIN-7Y
finance-bucket,support-bucket/tickets/case_1198.json,925972837,2022-07-27T17:01:35Z,Analytics,POL-LGL-7Y
support-bucket,legal-bucket/contracts/agreement_1199.pdf,805676057,2024-01-27T07:52:12Z,Operations,POL-HR-5Y
sales-bucket,analytics-bucket/raw/events_1200.parquet,877365906,2025-01-27T14:15:19Z,Operations,POL-ANL-1Y
sales-bucket,support-bucket/tickets/case_1201.json,8719088223,2023-11-13T19:42:05Z,Support,POL-MKT-3Y
sales-bucket,hr-bucket/files/employee_1202.docx,1757249291,2024-05-10T11:18:19Z,IT,POL-SAL-2Y
